repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,noise_seed,sampled_cmapss_prediction_error,perturbed_surrogate_rul_input,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
378,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100419,3.543876520438137,51.09414748222505,0.5912468201421996,0.4,23.649872805687988,2,59.124682014219964,2,40.0,5
378,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100419,69.97484337275048,164.78893997582324,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
379,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100420,5.523855622108862,37.84016075124457,0.6972787139900434,0.6666666666666667,46.48524759933623,1,69.72787139900434,1,80.0,2
379,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100420,6.2792953092794415,128.09559428030548,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
379,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100420,7.673663535179073,180.65815065719661,0.0,0.8,0.0,4,0.0,4,80.0,2
379,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100420,54.16241805266018,101.71268901444708,0.18629848788442338,0.4,7.451939515376935,3,18.629848788442338,3,40.0,5
379,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100420,-6.711505273087378,88.10259132998537,0.29517926936011707,0.5333333333333333,15.74289436587291,2,29.51792693601171,2,60.0,4
380,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100421,2.978958508035647,35.29526363717135,0.7176378909026292,0.6666666666666667,47.84252606017528,1,71.76378909026292,2,80.0,2
380,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100421,-6.67194971515914,115.1443492558669,0.07884520595306477,0.9333333333333333,7.358885888952711,4,7.884520595306476,4,100.0,1
380,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100421,2.750241769115525,175.73472889113307,0.0,0.8,0.0,5,0.0,5,80.0,2
380,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100421,-37.88942891144444,9.660842050342467,0.9227132635972602,0.4,36.90853054389041,2,92.27132635972602,1,40.0,5
380,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100421,-44.61238654977023,50.20171005330253,0.5983863195735798,0.5333333333333333,31.913937043924257,3,59.83863195735798,3,60.0,4
381,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100422,-56.330884477769125,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
381,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100422,13.072492152738878,134.88879112376492,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
381,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100422,3.766678120267831,176.7511652422854,0.0,0.8,0.0,4,0.0,4,80.0,2
381,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100422,7.178192869064877,54.72846383085179,0.5621722893531858,0.4,22.48689157412743,2,56.21722893531857,2,40.0,5
381,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100422,18.129185515774143,112.9432821188469,0.09645374304922483,0.5333333333333333,5.1441996292919905,3,9.645374304922482,3,60.0,4
382,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100423,34.287871813898995,66.6041769430347,0.46716658445572234,0.6666666666666667,31.144438963714826,2,46.716658445572236,3,80.0,2
382,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100423,-68.64750669151113,53.16879227951492,0.5746496617638807,0.9333333333333333,53.63396843129553,1,57.46496617638807,2,100.0,1
382,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100423,13.072492152738878,186.05697927475643,0.0,0.8,0.0,5,0.0,5,80.0,2
382,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100423,-0.9702059371789985,46.58006502460791,0.6273594798031368,0.4,25.094379192125473,3,62.735947980313675,1,40.0,5
382,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100423,-27.454664300559354,67.3594323025134,0.4611245415798928,0.5333333333333333,24.593308884260946,4,46.112454157989276,4,60.0,4
383,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100424,-27.067898213618374,5.248406915517332,0.9580127446758613,0.6666666666666667,63.86751631172409,1,95.80127446758613,1,80.0,2
383,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100424,-0.29330948051187555,121.52298949051416,0.02781608407588665,0.9333333333333333,2.596167847082754,4,2.781608407588665,4,100.0,1
383,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100424,9.868002276960684,182.85248939897824,0.0,0.8,0.0,5,0.0,5,80.0,2
383,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100424,-8.881124541600865,38.66914642018604,0.6906468286385117,0.4,27.62587314554047,2,69.06468286385117,2,40.0,5
383,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100424,5.79480116301814,100.60889776609089,0.1951288178712729,0.5333333333333333,10.406870286467889,3,19.51288178712729,3,60.0,4
384,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100425,-11.659956738238886,20.65634839089682,0.8347492128728254,0.6666666666666667,55.64994752485504,2,83.47492128728254,2,80.0,2
384,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100425,-134.75729567427732,0.0,1.0,0.9333333333333333,93.33333333333333,1,100.0,1,100.0,1
384,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100425,-23.141770595727433,149.84271652629013,0.0,0.8,0.0,4,0.0,4,80.0,2
384,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100425,8.619338619330097,56.169609581117,0.550643123351064,0.4,22.02572493404256,3,55.0643123351064,3,40.0,5
384,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100425,55.60103009341683,150.41512669648958,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
385,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100426,25.848768869923507,58.16507399905922,0.5346794080075263,0.6666666666666667,35.64529386716843,1,53.467940800752636,2,80.0,2
385,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100426,7.276787356559663,129.0930863275857,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
385,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100426,-77.8651018977757,95.11938522424185,0.23904491820606522,0.8,19.12359345648522,4,23.904491820606523,4,80.0,2
385,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100426,-5.412182794906694,42.138088166880216,0.6628952946649582,0.4,26.51581178659833,2,66.28952946649582,1,40.0,5
385,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100426,-24.239712188063148,70.5743844150096,0.4354049246799232,0.5333333333333333,23.221595982929237,3,43.54049246799232,3,60.0,4
386,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100427,36.26048074923457,68.57678587837027,0.45138571297303787,0.6666666666666667,30.09238086486919,1,45.138571297303784,2,80.0,2
386,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100427,45.97570698247376,167.7920059534998,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
386,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100427,7.856153918477486,180.84064104049503,0.0,0.8,0.0,4,0.0,4,80.0,2
386,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100427,-3.9351114228933364,43.61515953889357,0.6510787236888514,0.4,26.04314894755406,2,65.10787236888514,1,40.0,5
386,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100427,29.744856870045115,124.55895347311787,0.003528372215057085,0.5333333333333333,0.1881798514697112,3,0.3528372215057085,3,60.0,4
387,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100428,-9.379910481602675,22.93639464753303,0.8165088428197358,0.6666666666666667,54.433922854649055,1,81.65088428197357,1,80.0,2
387,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100428,68.53387950773703,190.35017847876307,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
387,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100428,25.590718134925286,198.57520525694284,0.0,0.8,0.0,4,0.0,4,80.0,2
387,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100428,-6.304339762529394,41.24593119925751,0.6700325504059399,0.4,26.801302016237596,2,67.00325504059398,2,40.0,5
387,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100428,-1.10457243950938,93.70952416356337,0.250323806691493,0.5333333333333333,13.350603023546293,3,25.0323806691493,3,60.0,4
388,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100429,51.05886674053867,83.37517186967438,0.332998625042605,0.6666666666666667,22.19990833617367,3,33.2998625042605,3,80.0,2
388,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100429,-154.38085681035824,0.0,1.0,0.9333333333333333,93.33333333333333,1,100.0,1,100.0,1
388,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100429,-10.98424107025664,162.0002460517609,0.0,0.8,0.0,5,0.0,5,80.0,2
388,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100429,-10.707583489125081,36.84268747266182,0.7052585002187054,0.4,28.21034000874822,2,70.52585002187054,2,40.0,5
388,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100429,15.717929940703481,110.53202654377624,0.1157437876497901,0.5333333333333333,6.173002007988805,4,11.57437876497901,4,60.0,4
389,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100430,-2.2130026957126274,30.103302433423078,0.7591735805326154,0.6666666666666667,50.6115720355077,1,75.91735805326154,1,80.0,2
389,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100430,11.323884297195665,133.1401832682217,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
389,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100430,-12.64379748325582,160.34068963876175,0.0,0.8,0.0,4,0.0,4,80.0,2
389,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100430,1.4612942014420343,49.011565163228944,0.6079074786941685,0.4,24.316299147766742,2,60.79074786941685,2,40.0,5
389,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100430,10.641316747010553,105.4554133500833,0.15635669319933354,0.5333333333333333,8.339023637297789,3,15.635669319933355,3,60.0,4
390,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100431,30.2902718587838,62.60657698791951,0.49914738409664394,0.6666666666666667,33.276492273109604,1,49.914738409664395,2,80.0,2
390,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100431,3.350219279048834,125.16651825007487,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
390,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100431,7.859979162873466,180.844466284891,0.0,0.8,0.0,4,0.0,4,80.0,2
390,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100431,-2.3067272203969535,45.243543741389956,0.6380516500688804,0.4,25.52206600275522,2,63.805165006888046,1,40.0,5
390,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100431,6.9214695289123584,101.73556613198511,0.18611547094411918,0.5333333333333333,9.926158450353023,3,18.611547094411918,3,60.0,4
391,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100432,-35.06790844270704,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
391,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100432,-42.50786128622125,79.3084376848048,0.36553249852156156,0.9333333333333333,34.11636652867908,2,36.553249852156156,3,100.0,1
391,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100432,-6.26742499401828,166.71706212799927,0.0,0.8,0.0,5,0.0,5,80.0,2
391,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100432,8.448343068944165,55.998614030731076,0.5520110877541513,0.4,22.080443510166052,3,55.20110877541513,2,40.0,5
391,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100432,1.2363020328948329,96.05039863596758,0.23159681091225937,0.5333333333333333,12.3518299153205,4,23.159681091225938,4,60.0,4
392,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100433,2.692021111256726,35.008326240392435,0.7199333900768605,0.6666666666666667,47.99555933845737,1,71.99333900768605,2,80.0,2
392,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100433,-22.143060794517734,99.6732381765083,0.20261409458793356,0.9333333333333333,18.910648828207133,3,20.261409458793356,3,100.0,1
392,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100433,-22.47537553520274,150.5091115868148,0.0,0.8,0.0,4,0.0,4,80.0,2
392,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100433,-69.25472622518522,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
392,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100433,34.381588720281265,129.195685323354,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
393,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100434,-101.32086361836915,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
393,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100434,46.81599314357931,168.63229211460535,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
393,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100434,23.792778685684805,196.77726580770235,0.0,0.8,0.0,4,0.0,4,80.0,2
393,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100434,10.579375243022813,58.12964620480972,0.5349628303615223,0.4,21.39851321446089,2,53.49628303615223,2,40.0,5
393,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100434,28.152417753599824,122.96651435667258,0.016267885146619365,0.5333333333333333,0.8676205411530328,3,1.6267885146619365,3,60.0,4
394,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100435,32.732514424893644,65.04881955402935,0.47960944356776525,0.6666666666666667,31.973962904517684,1,47.96094435677652,2,80.0,2
394,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100435,19.249821048270494,141.06612001929653,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
394,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100435,-17.703277066294053,155.2812100557235,0.0,0.8,0.0,4,0.0,4,80.0,2
394,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100435,-7.527090823264895,40.023180138522015,0.6798145588918239,0.4,27.192582355672954,2,67.98145588918239,1,40.0,5
394,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100435,1.3741619586120395,96.18825856168479,0.23049393150652164,0.5333333333333333,12.29300968034782,3,23.049393150652165,3,60.0,4
395,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100436,-8.02317615490136,24.293128974234346,0.8056549682061253,0.6666666666666667,53.71033121374169,1,80.56549682061252,1,80.0,2
395,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100436,17.031972550390808,138.84827152141685,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
395,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100436,-52.399322565397135,120.58516455662041,0.03531868354703671,0.8,2.825494683762937,4,3.531868354703671,4,80.0,2
395,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100436,9.494551539342917,57.04482250112982,0.5436414199909614,0.4,21.745656799638457,2,54.36414199909614,2,40.0,5
395,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100436,-9.206362539714942,85.60773406335781,0.3151381274931375,0.5333333333333333,16.807366799634,3,31.51381274931375,3,60.0,4
396,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100437,27.82976484463774,60.14606997377345,0.5188314402098124,0.6666666666666667,34.58876268065416,1,51.88314402098124,1,80.0,2
396,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100437,-6.300946850003508,115.51535212102253,0.07587718303181978,0.9333333333333333,7.08187041630318,4,7.587718303181978,4,100.0,1
396,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100437,-10.905944567104367,162.07854255491318,0.0,0.8,0.0,5,0.0,5,80.0,2
396,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100437,23.0404508589661,70.590721820753,0.435274225433976,0.4,17.41096901735904,2,43.5274225433976,2,40.0,5
396,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100437,-0.6961632833592076,94.11793331971354,0.24705653344229161,0.5333333333333333,13.176348450255553,3,24.705653344229162,3,60.0,4
397,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100438,25.801481484640906,58.117786613776616,0.5350577070897871,0.6666666666666667,35.67051380598581,1,53.50577070897871,2,80.0,2
397,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100438,6.593900185806038,128.41019915683208,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
397,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100438,-1.6990554579434862,171.28543166407408,0.0,0.8,0.0,4,0.0,4,80.0,2
397,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100438,0.6330516512142211,48.18332261300113,0.614533419095991,0.4,24.581336763839644,2,61.453341909599104,1,40.0,5
397,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100438,7.6903411974454405,102.50443780051819,0.17996449759585453,0.5333333333333333,9.598106538445574,3,17.996449759585452,3,60.0,4
398,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100439,-68.68901199076494,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
398,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100439,10.522012937548741,132.33831190857478,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
398,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100439,64.84609414407042,237.83058126608796,0.0,0.8,0.0,3,0.0,3,80.0,2
398,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100439,49.190135667203826,96.74040662899074,0.22607674696807412,0.4,9.043069878722966,2,22.60767469680741,2,40.0,5
398,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100439,42.16587852359758,136.97997512667033,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
399,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100440,-1.6261458902247865,30.69015923891092,0.7544787260887127,0.6666666666666667,50.29858173924752,1,75.44787260887126,1,80.0,2
399,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100440,-18.335931285203227,103.48036768582281,0.17215705851341745,0.9333333333333333,16.067992127918963,3,17.215705851341745,4,100.0,1
399,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100440,-31.199049902575734,141.78543721944183,0.0,0.8,0.0,5,0.0,5,80.0,2
399,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100440,2.337866450641184,49.888137412428094,0.6008949007005753,0.4,24.035796028023015,2,60.08949007005753,2,40.0,5
399,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100440,-7.041559569898705,87.77253703317405,0.29781970373460764,0.5333333333333333,15.883717532512408,4,29.781970373460766,3,60.0,4
400,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100441,-0.5822731562917937,31.734031972843912,0.7461277442172487,0.6666666666666667,49.74184961448325,1,74.61277442172486,2,80.0,2
400,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100441,16.379736945137697,138.19603591616374,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
400,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100441,45.6312630984065,218.61575022042405,0.0,0.8,0.0,4,0.0,4,80.0,2
400,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100441,-17.732548228768007,29.8177227330189,0.7614582181358488,0.4,30.45832872543395,2,76.14582181358487,1,40.0,5
400,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100441,3.481411809804155,98.29550841287691,0.21363593269698467,0.5333333333333333,11.393916410505849,3,21.363593269698466,3,60.0,4
401,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100442,68.82851162952778,101.1448167586635,0.19084146593069207,0.6666666666666667,12.722764395379473,5,19.084146593069207,5,80.0,2
401,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100442,-75.59419174351913,46.22210722750691,0.6302231421799447,0.9333333333333333,58.820826603461505,1,63.02231421799447,2,100.0,1
401,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100442,-78.22821177673478,94.75627534528277,0.2419497972377378,0.8,19.355983779019027,3,24.19497972377378,4,80.0,2
401,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100442,-67.60349384032821,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
401,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100442,-12.128524842730624,82.68557176034213,0.338515425917263,0.5333333333333333,18.054156048920692,4,33.8515425917263,3,60.0,4
402,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100443,39.99372036298329,72.310025492119,0.421519796063048,0.6666666666666667,28.101319737536535,2,42.1519796063048,3,80.0,2
402,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100443,41.35310216579368,163.16940113681972,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
402,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100443,42.97513959448779,215.95962671650534,0.0,0.8,0.0,4,0.0,4,80.0,2
402,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100443,-9.758203561260107,37.792067400526804,0.6976634607957856,0.4,27.90653843183142,3,69.76634607957855,2,40.0,5
