repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
580,A2,Sortation conveyor drive,5,80,5,4,621,unstratified_random,28,97,94.6987062048556,Q3_40_60pct,0.2424103503611552,0.9333333333333333,22.624966033707818,3,24.24103503611552,3,100.0,1
580,A3,Vertical lift motor,4,55,4,4,621,unstratified_random,50,79,131.9611497166465,Q4_60_80pct,0.0,0.8,0.0,5,0.0,5,80.0,2
580,A4,AGV/shuttle drive unit,2,15,2,2,621,unstratified_random,51,114,102.38736822787688,Q4_60_80pct,0.180901054176985,0.4,7.2360421670794,4,18.0901054176985,4,40.0,5
580,A5,Packing-station roller motor,3,35,3,2,621,unstratified_random,93,85,42.17809886645809,Q2_20_40pct,0.6625752090683352,0.5333333333333333,35.33734448364454,2,66.25752090683352,1,60.0,4
581,A1,Inbound conveyor motor,4,40,3,3,622,unstratified_random,2,98,142.91341211911944,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
581,A2,Sortation conveyor drive,5,80,5,4,622,unstratified_random,36,19,22.29101002400674,Q1_shortest_0_20pct,0.8216719198079461,0.9333333333333333,76.68937918207497,1,82.16719198079461,1,100.0,1
581,A3,Vertical lift motor,4,55,4,4,622,unstratified_random,29,90,101.07862421817065,Q4_60_80pct,0.19137100625463488,0.8,15.309680500370792,3,19.13710062546349,3,80.0,2
581,A4,AGV/shuttle drive unit,2,15,2,2,622,unstratified_random,6,93,105.6201183358804,Q4_60_80pct,0.15503905331295675,0.4,6.20156213251827,4,15.503905331295675,4,40.0,5
581,A5,Packing-station roller motor,3,35,3,2,622,unstratified_random,18,28,60.32803578156674,Q2_20_40pct,0.5173757137474662,0.5333333333333333,27.59337139986486,2,51.737571374746615,2,60.0,4
582,A1,Inbound conveyor motor,4,40,3,3,623,unstratified_random,74,126,94.81409660307276,Q3_40_60pct,0.24148722717541793,0.6666666666666667,16.099148478361197,3,24.148722717541794,3,80.0,2
582,A2,Sortation conveyor drive,5,80,5,4,623,unstratified_random,87,116,144.3579823471946,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
582,A3,Vertical lift motor,4,55,4,4,623,unstratified_random,72,50,70.20451782538055,Q3_40_60pct,0.4383638573969556,0.8,35.06910859175645,2,43.83638573969556,2,80.0,2
582,A4,AGV/shuttle drive unit,2,15,2,2,623,unstratified_random,5,91,97.4316568366386,Q3_40_60pct,0.22054674530689122,0.4,8.821869812275649,4,22.054674530689123,4,40.0,5
582,A5,Packing-station roller motor,3,35,3,2,623,unstratified_random,68,8,14.299954503479244,Q1_shortest_0_20pct,0.885600363972166,0.5333333333333333,47.23201941184885,1,88.5600363972166,1,60.0,4
583,A1,Inbound conveyor motor,4,40,3,3,624,unstratified_random,9,111,137.60480848618022,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
583,A2,Sortation conveyor drive,5,80,5,4,624,unstratified_random,58,37,44.85465760060767,Q2_20_40pct,0.6411627391951387,0.9333333333333333,59.84185565821295,2,64.11627391951387,2,100.0,1
583,A3,Vertical lift motor,4,55,4,4,624,unstratified_random,76,10,10.049433434661326,Q1_shortest_0_20pct,0.9196045325227094,0.8,73.56836260181676,1,91.96045325227094,1,80.0,2
583,A4,AGV/shuttle drive unit,2,15,2,2,624,unstratified_random,3,69,51.59437184534412,Q2_20_40pct,0.587245025237247,0.4,23.48980100948988,3,58.724502523724695,3,40.0,5
583,A5,Packing-station roller motor,3,35,3,2,624,unstratified_random,26,119,123.02499684692152,Q4_60_80pct,0.015800025224627756,0.5333333333333333,0.842668011980147,4,1.5800025224627756,4,60.0,4
584,A1,Inbound conveyor motor,4,40,3,3,625,unstratified_random,40,28,26.358548153514647,Q1_shortest_0_20pct,0.7891316147718828,0.6666666666666667,52.608774318125526,2,78.91316147718828,2,80.0,2
584,A2,Sortation conveyor drive,5,80,5,4,625,unstratified_random,56,15,16.158144448588526,Q1_shortest_0_20pct,0.8707348444112918,0.9333333333333333,81.26858547838724,1,87.07348444112918,1,100.0,1
584,A3,Vertical lift motor,4,55,4,4,625,unstratified_random,47,135,121.81629897102604,Q4_60_80pct,0.025469608231791674,0.8,2.037568658543334,4,2.5469608231791674,4,80.0,2
584,A4,AGV/shuttle drive unit,2,15,2,2,625,unstratified_random,83,137,136.40747067846124,Q5_longest_80_100pct,0.0,0.4,0.0,5,0.0,5,40.0,5
584,A5,Packing-station roller motor,3,35,3,2,625,unstratified_random,37,21,54.159061654098565,Q2_20_40pct,0.5667275067672115,0.5333333333333333,30.225467027584614,3,56.67275067672115,3,60.0,4
585,A1,Inbound conveyor motor,4,40,3,3,626,unstratified_random,45,114,76.03056963373365,Q3_40_60pct,0.39175544293013076,0.6666666666666667,26.117029528675385,2,39.175544293013076,2,80.0,2
585,A2,Sortation conveyor drive,5,80,5,4,626,unstratified_random,61,21,41.30030317056766,Q2_20_40pct,0.6695975746354588,0.9333333333333333,62.49577363264282,1,66.95975746354588,1,100.0,1
585,A3,Vertical lift motor,4,55,4,4,626,unstratified_random,87,116,144.3579823471946,Q5_longest_80_100pct,0.0,0.8,0.0,3,0.0,3,80.0,2
585,A4,AGV/shuttle drive unit,2,15,2,2,626,unstratified_random,22,111,163.77680736738688,Q5_longest_80_100pct,0.0,0.4,0.0,3,0.0,3,40.0,5
585,A5,Packing-station roller motor,3,35,3,2,626,unstratified_random,78,107,158.8500624677376,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
586,A1,Inbound conveyor motor,4,40,3,3,627,unstratified_random,85,118,162.2981284023822,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,4,0.0,4,80.0,2
586,A2,Sortation conveyor drive,5,80,5,4,627,unstratified_random,19,87,106.94874018187056,Q4_60_80pct,0.14441007854503551,0.9333333333333333,13.478273997536649,2,14.441007854503551,3,100.0,1
586,A3,Vertical lift motor,4,55,4,4,627,unstratified_random,15,83,158.0175356684317,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
586,A4,AGV/shuttle drive unit,2,15,2,2,627,unstratified_random,51,114,102.38736822787688,Q4_60_80pct,0.180901054176985,0.4,7.2360421670794,3,18.0901054176985,2,40.0,5
586,A5,Packing-station roller motor,3,35,3,2,627,unstratified_random,4,82,87.20565932033077,Q3_40_60pct,0.30235472543735387,0.5333333333333333,16.125585356658874,1,30.235472543735387,1,60.0,4
587,A1,Inbound conveyor motor,4,40,3,3,628,unstratified_random,92,20,25.16213385236525,Q1_shortest_0_20pct,0.798702929181078,0.6666666666666667,53.2468619454052,1,79.8702929181078,2,80.0,2
587,A2,Sortation conveyor drive,5,80,5,4,628,unstratified_random,79,63,95.26087986485147,Q3_40_60pct,0.2379129610811882,0.9333333333333333,22.2052097009109,3,23.79129610811882,4,100.0,1
587,A3,Vertical lift motor,4,55,4,4,628,unstratified_random,95,128,130.5679549560598,Q4_60_80pct,0.0,0.8,0.0,5,0.0,5,80.0,2
587,A4,AGV/shuttle drive unit,2,15,2,2,628,unstratified_random,56,15,16.158144448588526,Q1_shortest_0_20pct,0.8707348444112918,0.4,34.829393776451674,2,87.07348444112918,1,40.0,5
587,A5,Packing-station roller motor,3,35,3,2,628,unstratified_random,7,91,94.3787722014587,Q3_40_60pct,0.24496982238833043,0.5333333333333333,13.065057194044288,4,24.49698223883304,3,60.0,4
588,A1,Inbound conveyor motor,4,40,3,3,629,unstratified_random,86,89,88.09422089781806,Q3_40_60pct,0.29524623281745555,0.6666666666666667,19.683082187830372,2,29.524623281745555,2,80.0,2
588,A2,Sortation conveyor drive,5,80,5,4,629,unstratified_random,82,9,13.00528536289486,Q1_shortest_0_20pct,0.8959577170968411,0.9333333333333333,83.62272026237184,1,89.59577170968412,1,100.0,1
588,A3,Vertical lift motor,4,55,4,4,629,unstratified_random,78,107,158.8500624677376,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
588,A4,AGV/shuttle drive unit,2,15,2,2,629,unstratified_random,69,121,148.86538698158105,Q5_longest_80_100pct,0.0,0.4,0.0,4,0.0,4,40.0,5
588,A5,Packing-station roller motor,3,35,3,2,629,unstratified_random,10,96,99.04426828245136,Q3_40_60pct,0.20764585374038913,0.5333333333333333,11.074445532820754,3,20.764585374038912,3,60.0,4
589,A1,Inbound conveyor motor,4,40,3,3,630,unstratified_random,55,137,118.91039914419324,Q4_60_80pct,0.048716806846454075,0.6666666666666667,3.2477871230969386,3,4.8716806846454075,3,80.0,2
589,A2,Sortation conveyor drive,5,80,5,4,630,unstratified_random,1,112,181.7937722618632,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
589,A3,Vertical lift motor,4,55,4,4,630,unstratified_random,33,106,142.7935583123275,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
589,A4,AGV/shuttle drive unit,2,15,2,2,630,unstratified_random,36,19,22.29101002400674,Q1_shortest_0_20pct,0.8216719198079461,0.4,32.866876792317846,2,82.16719198079461,2,40.0,5
589,A5,Packing-station roller motor,3,35,3,2,630,unstratified_random,34,7,11.177676889867849,Q1_shortest_0_20pct,0.9105785848810573,0.5333333333333333,48.564191193656384,1,91.05785848810572,1,60.0,4
590,A1,Inbound conveyor motor,4,40,3,3,631,unstratified_random,12,124,90.15767382323185,Q3_40_60pct,0.2787386094141452,0.6666666666666667,18.582573960943016,4,27.87386094141452,5,80.0,2
590,A2,Sortation conveyor drive,5,80,5,4,631,unstratified_random,63,72,60.45894799885493,Q2_20_40pct,0.5163284160091606,0.9333333333333333,48.19065216085499,2,51.63284160091606,3,100.0,1
590,A3,Vertical lift motor,4,55,4,4,631,unstratified_random,53,26,32.51632437126566,Q1_shortest_0_20pct,0.7398694050298746,0.8,59.18955240238998,1,73.98694050298747,1,80.0,2
590,A4,AGV/shuttle drive unit,2,15,2,2,631,unstratified_random,17,50,51.778940468972905,Q2_20_40pct,0.5857684762482167,0.4,23.43073904992867,3,58.57684762482167,2,40.0,5
590,A5,Packing-station roller motor,3,35,3,2,631,unstratified_random,86,89,88.09422089781806,Q3_40_60pct,0.29524623281745555,0.5333333333333333,15.746465750264296,5,29.524623281745555,4,60.0,4
591,A1,Inbound conveyor motor,4,40,3,3,632,unstratified_random,55,137,118.91039914419324,Q4_60_80pct,0.048716806846454075,0.6666666666666667,3.2477871230969386,4,4.8716806846454075,4,80.0,2
591,A2,Sortation conveyor drive,5,80,5,4,632,unstratified_random,65,128,151.46723766284128,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
591,A3,Vertical lift motor,4,55,4,4,632,unstratified_random,8,95,75.96907893735971,Q3_40_60pct,0.3922473685011223,0.8,31.379789480089784,2,39.22473685011223,2,80.0,2
591,A4,AGV/shuttle drive unit,2,15,2,2,632,unstratified_random,35,11,10.318035788709574,Q1_shortest_0_20pct,0.9174557136903234,0.4,36.69822854761294,1,91.74557136903235,1,40.0,5
591,A5,Packing-station roller motor,3,35,3,2,632,unstratified_random,45,114,76.03056963373365,Q3_40_60pct,0.39175544293013076,0.5333333333333333,20.893623622940307,3,39.175544293013076,3,60.0,4
592,A1,Inbound conveyor motor,4,40,3,3,633,unstratified_random,39,142,172.98448712201755,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,4,0.0,4,80.0,2
592,A2,Sortation conveyor drive,5,80,5,4,633,unstratified_random,34,7,11.177676889867849,Q1_shortest_0_20pct,0.9105785848810573,0.9333333333333333,84.98733458889868,1,91.05785848810572,1,100.0,1
592,A3,Vertical lift motor,4,55,4,4,633,unstratified_random,9,111,137.60480848618022,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
592,A4,AGV/shuttle drive unit,2,15,2,2,633,unstratified_random,77,34,40.64323409645428,Q2_20_40pct,0.6748541272283658,0.4,26.994165089134636,3,67.48541272283659,2,40.0,5
592,A5,Packing-station roller motor,3,35,3,2,633,unstratified_random,61,21,41.30030317056766,Q2_20_40pct,0.6695975746354588,0.5333333333333333,35.71187064722447,2,66.95975746354588,3,60.0,4
593,A1,Inbound conveyor motor,4,40,3,3,634,unstratified_random,91,38,26.859272201960557,Q1_shortest_0_20pct,0.7851258223843156,0.6666666666666667,52.34172149228771,1,78.51258223843156,2,80.0,2
593,A2,Sortation conveyor drive,5,80,5,4,634,unstratified_random,75,113,125.9355598567823,Q4_60_80pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
593,A3,Vertical lift motor,4,55,4,4,634,unstratified_random,57,103,83.29315372594353,Q3_40_60pct,0.3336547701924518,0.8,26.692381615396148,3,33.36547701924518,3,80.0,2
593,A4,AGV/shuttle drive unit,2,15,2,2,634,unstratified_random,98,59,85.21286900885234,Q3_40_60pct,0.31829704792918134,0.4,12.731881917167255,4,31.829704792918136,4,40.0,5
593,A5,Packing-station roller motor,3,35,3,2,634,unstratified_random,34,7,11.177676889867849,Q1_shortest_0_20pct,0.9105785848810573,0.5333333333333333,48.564191193656384,2,91.05785848810572,1,60.0,4
594,A1,Inbound conveyor motor,4,40,3,3,635,unstratified_random,67,77,138.84222319134904,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
594,A2,Sortation conveyor drive,5,80,5,4,635,unstratified_random,31,8,23.83573742078014,Q1_shortest_0_20pct,0.8093141006337589,0.9333333333333333,75.5359827258175,1,80.93141006337589,2,100.0,1
594,A3,Vertical lift motor,4,55,4,4,635,unstratified_random,86,89,88.09422089781806,Q3_40_60pct,0.29524623281745555,0.8,23.619698625396445,4,29.524623281745555,4,80.0,2
594,A4,AGV/shuttle drive unit,2,15,2,2,635,unstratified_random,82,9,13.00528536289486,Q1_shortest_0_20pct,0.8959577170968411,0.4,35.83830868387365,3,89.59577170968412,1,40.0,5
594,A5,Packing-station roller motor,3,35,3,2,635,unstratified_random,40,28,26.358548153514647,Q1_shortest_0_20pct,0.7891316147718828,0.5333333333333333,42.087019454500414,2,78.91316147718828,3,60.0,4
595,A1,Inbound conveyor motor,4,40,3,3,636,unstratified_random,1,112,181.7937722618632,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
595,A2,Sortation conveyor drive,5,80,5,4,636,unstratified_random,61,21,41.30030317056766,Q2_20_40pct,0.6695975746354588,0.9333333333333333,62.49577363264282,1,66.95975746354588,2,100.0,1
595,A3,Vertical lift motor,4,55,4,4,636,unstratified_random,10,96,99.04426828245136,Q3_40_60pct,0.20764585374038913,0.8,16.61166829923113,4,20.764585374038912,4,80.0,2
595,A4,AGV/shuttle drive unit,2,15,2,2,636,unstratified_random,37,21,54.159061654098565,Q2_20_40pct,0.5667275067672115,0.4,22.66910027068846,3,56.67275067672115,3,40.0,5
595,A5,Packing-station roller motor,3,35,3,2,636,unstratified_random,20,16,23.928748965669588,Q1_shortest_0_20pct,0.8085700082746433,0.5333333333333333,43.12373377464765,2,80.85700082746433,1,60.0,4
596,A1,Inbound conveyor motor,4,40,3,3,637,unstratified_random,38,50,47.55990877981797,Q2_20_40pct,0.6195207297614562,0.6666666666666667,41.301381984097084,1,61.95207297614562,2,80.0,2
596,A2,Sortation conveyor drive,5,80,5,4,637,unstratified_random,19,87,106.94874018187056,Q4_60_80pct,0.14441007854503551,0.9333333333333333,13.478273997536649,4,14.441007854503551,4,100.0,1
596,A3,Vertical lift motor,4,55,4,4,637,unstratified_random,15,83,158.0175356684317,Q5_longest_80_100pct,0.0,0.8,0.0,5,0.0,5,80.0,2
596,A4,AGV/shuttle drive unit,2,15,2,2,637,unstratified_random,20,16,23.928748965669588,Q1_shortest_0_20pct,0.8085700082746433,0.4,32.34280033098573,2,80.85700082746433,1,40.0,5
596,A5,Packing-station roller motor,3,35,3,2,637,unstratified_random,63,72,60.45894799885493,Q2_20_40pct,0.5163284160091606,0.5333333333333333,27.537515520488565,3,51.63284160091606,3,60.0,4
597,A1,Inbound conveyor motor,4,40,3,3,638,unstratified_random,83,137,136.40747067846124,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,3,0.0,3,80.0,2
597,A2,Sortation conveyor drive,5,80,5,4,638,unstratified_random,42,10,15.95535794283765,Q1_shortest_0_20pct,0.8723571364572988,0.9333333333333333,81.41999940268123,1,87.23571364572989,1,100.0,1
597,A3,Vertical lift motor,4,55,4,4,638,unstratified_random,71,118,142.21779435736028,Q5_longest_80_100pct,0.0,0.8,0.0,3,0.0,3,80.0,2
597,A4,AGV/shuttle drive unit,2,15,2,2,638,unstratified_random,30,115,88.96761601985438,Q3_40_60pct,0.28825907184116495,0.4,11.530362873646599,2,28.825907184116495,2,40.0,5
597,A5,Packing-station roller motor,3,35,3,2,638,unstratified_random,67,77,138.84222319134904,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
598,A1,Inbound conveyor motor,4,40,3,3,639,unstratified_random,85,118,162.2981284023822,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
598,A2,Sortation conveyor drive,5,80,5,4,639,unstratified_random,91,38,26.859272201960557,Q1_shortest_0_20pct,0.7851258223843156,0.9333333333333333,73.2784100892028,1,78.51258223843156,1,100.0,1
598,A3,Vertical lift motor,4,55,4,4,639,unstratified_random,84,58,54.07820667708313,Q2_20_40pct,0.567374346583335,0.8,45.389947726666804,2,56.7374346583335,3,80.0,2
598,A4,AGV/shuttle drive unit,2,15,2,2,639,unstratified_random,38,50,47.55990877981797,Q2_20_40pct,0.6195207297614562,0.4,24.78082919045825,3,61.95207297614562,2,40.0,5
598,A5,Packing-station roller motor,3,35,3,2,639,unstratified_random,89,136,96.67220915776228,Q3_40_60pct,0.22662232673790172,0.5333333333333333,12.08652409268809,4,22.66223267379017,4,60.0,4
599,A1,Inbound conveyor motor,4,40,3,3,640,unstratified_random,34,7,11.177676889867849,Q1_shortest_0_20pct,0.9105785848810573,0.6666666666666667,60.70523899207049,2,91.05785848810572,1,80.0,2
599,A2,Sortation conveyor drive,5,80,5,4,640,unstratified_random,56,15,16.158144448588526,Q1_shortest_0_20pct,0.8707348444112918,0.9333333333333333,81.26858547838724,1,87.07348444112918,2,100.0,1
599,A3,Vertical lift motor,4,55,4,4,640,unstratified_random,94,55,48.61299679912422,Q2_20_40pct,0.6110960256070063,0.8,48.88768204856051,3,61.10960256070063,4,80.0,2
599,A4,AGV/shuttle drive unit,2,15,2,2,640,unstratified_random,55,137,118.91039914419324,Q4_60_80pct,0.048716806846454075,0.4,1.948672273858163,5,4.8716806846454075,5,40.0,5
599,A5,Packing-station roller motor,3,35,3,2,640,unstratified_random,77,34,40.64323409645428,Q2_20_40pct,0.6748541272283658,0.5333333333333333,35.99222011884618,4,67.48541272283659,3,60.0,4
600,A1,Inbound conveyor motor,4,40,3,3,641,unstratified_random,74,126,94.81409660307276,Q3_40_60pct,0.24148722717541793,0.6666666666666667,16.099148478361197,3,24.148722717541794,3,80.0,2
600,A2,Sortation conveyor drive,5,80,5,4,641,unstratified_random,7,91,94.3787722014587,Q3_40_60pct,0.24496982238833043,0.9333333333333333,22.863850089577507,2,24.49698223883304,2,100.0,1
600,A3,Vertical lift motor,4,55,4,4,641,unstratified_random,49,21,13.44996942007384,Q1_shortest_0_20pct,0.8924002446394093,0.8,71.39201957115274,1,89.24002446394093,1,80.0,2
600,A4,AGV/shuttle drive unit,2,15,2,2,641,unstratified_random,96,137,137.09402180530702,Q5_longest_80_100pct,0.0,0.4,0.0,5,0.0,5,40.0,5
600,A5,Packing-station roller motor,3,35,3,2,641,unstratified_random,89,136,96.67220915776228,Q3_40_60pct,0.22662232673790172,0.5333333333333333,12.08652409268809,4,22.66223267379017,4,60.0,4
601,A1,Inbound conveyor motor,4,40,3,3,642,unstratified_random,53,26,32.51632437126566,Q1_shortest_0_20pct,0.7398694050298746,0.6666666666666667,49.32462700199165,1,73.98694050298747,1,80.0,2
601,A2,Sortation conveyor drive,5,80,5,4,642,unstratified_random,72,50,70.20451782538055,Q3_40_60pct,0.4383638573969556,0.9333333333333333,40.91396002371585,2,43.83638573969556,2,100.0,1
601,A3,Vertical lift motor,4,55,4,4,642,unstratified_random,28,97,94.6987062048556,Q3_40_60pct,0.2424103503611552,0.8,19.392828028892417,3,24.24103503611552,3,80.0,2
601,A4,AGV/shuttle drive unit,2,15,2,2,642,unstratified_random,54,97,127.42576425394527,Q4_60_80pct,0.0,0.4,0.0,4,0.0,4,40.0,5
601,A5,Packing-station roller motor,3,35,3,2,642,unstratified_random,23,113,135.36716530023588,Q4_60_80pct,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
602,A1,Inbound conveyor motor,4,40,3,3,643,unstratified_random,3,69,51.59437184534412,Q2_20_40pct,0.587245025237247,0.6666666666666667,39.1496683491498,1,58.724502523724695,1,80.0,2
602,A2,Sortation conveyor drive,5,80,5,4,643,unstratified_random,73,131,128.00577343113736,Q4_60_80pct,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
602,A3,Vertical lift motor,4,55,4,4,643,unstratified_random,83,137,136.40747067846124,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
602,A4,AGV/shuttle drive unit,2,15,2,2,643,unstratified_random,51,114,102.38736822787688,Q4_60_80pct,0.180901054176985,0.4,7.2360421670794,3,18.0901054176985,3,40.0,5
602,A5,Packing-station roller motor,3,35,3,2,643,unstratified_random,8,95,75.96907893735971,Q3_40_60pct,0.3922473685011223,0.5333333333333333,20.91985965339319,2,39.22473685011223,2,60.0,4
603,A1,Inbound conveyor motor,4,40,3,3,644,unstratified_random,50,79,131.9611497166465,Q4_60_80pct,0.0,0.6666666666666667,0.0,4,0.0,4,80.0,2
603,A2,Sortation conveyor drive,5,80,5,4,644,unstratified_random,68,8,14.299954503479244,Q1_shortest_0_20pct,0.885600363972166,0.9333333333333333,82.6560339707355,1,88.5600363972166,1,100.0,1
603,A3,Vertical lift motor,4,55,4,4,644,unstratified_random,73,131,128.00577343113736,Q4_60_80pct,0.0,0.8,0.0,4,0.0,4,80.0,2
603,A4,AGV/shuttle drive unit,2,15,2,2,644,unstratified_random,64,28,47.55027096178691,Q2_20_40pct,0.6195978323057048,0.4,24.783913292228192,2,61.95978323057047,2,40.0,5
603,A5,Packing-station roller motor,3,35,3,2,644,unstratified_random,29,90,101.07862421817065,Q4_60_80pct,0.19137100625463488,0.5333333333333333,10.20645366691386,3,19.13710062546349,3,60.0,4
604,A1,Inbound conveyor motor,4,40,3,3,645,unstratified_random,60,100,104.41961816061556,Q4_60_80pct,0.16464305471507557,0.6666666666666667,10.976203647671706,2,16.464305471507558,3,80.0,2
604,A2,Sortation conveyor drive,5,80,5,4,645,unstratified_random,23,113,135.36716530023588,Q4_60_80pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
604,A3,Vertical lift motor,4,55,4,4,645,unstratified_random,43,59,63.79604805149177,Q2_20_40pct,0.4896316155880658,0.8,39.170529247045266,1,48.963161558806576,1,80.0,2
604,A4,AGV/shuttle drive unit,2,15,2,2,645,unstratified_random,13,95,93.13834255441226,Q3_40_60pct,0.2548932595647019,0.4,10.195730382588076,3,25.48932595647019,2,40.0,5
604,A5,Packing-station roller motor,3,35,3,2,645,unstratified_random,19,87,106.94874018187056,Q4_60_80pct,0.14441007854503551,0.5333333333333333,7.701870855735227,4,14.441007854503551,4,60.0,4
605,A1,Inbound conveyor motor,4,40,3,3,646,unstratified_random,42,10,15.95535794283765,Q1_shortest_0_20pct,0.8723571364572988,0.6666666666666667,58.1571424304866,2,87.23571364572989,2,80.0,2
605,A2,Sortation conveyor drive,5,80,5,4,646,unstratified_random,35,11,10.318035788709574,Q1_shortest_0_20pct,0.9174557136903234,0.9333333333333333,85.6291999444302,1,91.74557136903235,1,100.0,1
605,A3,Vertical lift motor,4,55,4,4,646,unstratified_random,16,84,112.36753252847032,Q4_60_80pct,0.10105973977223748,0.8,8.084779181778998,4,10.105973977223748,4,80.0,2
605,A4,AGV/shuttle drive unit,2,15,2,2,646,unstratified_random,95,128,130.5679549560598,Q4_60_80pct,0.0,0.4,0.0,5,0.0,5,40.0,5
605,A5,Packing-station roller motor,3,35,3,2,646,unstratified_random,58,37,44.85465760060767,Q2_20_40pct,0.6411627391951387,0.5333333333333333,34.1953460904074,3,64.11627391951387,3,60.0,4
606,A1,Inbound conveyor motor,4,40,3,3,647,unstratified_random,55,137,118.91039914419324,Q4_60_80pct,0.048716806846454075,0.6666666666666667,3.2477871230969386,4,4.8716806846454075,4,80.0,2
606,A2,Sortation conveyor drive,5,80,5,4,647,unstratified_random,87,116,144.3579823471946,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
606,A3,Vertical lift motor,4,55,4,4,647,unstratified_random,3,69,51.59437184534412,Q2_20_40pct,0.587245025237247,0.8,46.97960201897976,1,58.724502523724695,1,80.0,2
606,A4,AGV/shuttle drive unit,2,15,2,2,647,unstratified_random,16,84,112.36753252847032,Q4_60_80pct,0.10105973977223748,0.4,4.042389590889499,3,10.105973977223748,3,40.0,5
606,A5,Packing-station roller motor,3,35,3,2,647,unstratified_random,6,93,105.6201183358804,Q4_60_80pct,0.15503905331295675,0.5333333333333333,8.26874951002436,2,15.503905331295675,2,60.0,4
607,A1,Inbound conveyor motor,4,40,3,3,648,unstratified_random,65,128,151.46723766284128,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,4,0.0,4,80.0,2
607,A2,Sortation conveyor drive,5,80,5,4,648,unstratified_random,8,95,75.96907893735971,Q3_40_60pct,0.3922473685011223,0.9333333333333333,36.60975439343808,2,39.22473685011223,2,100.0,1
607,A3,Vertical lift motor,4,55,4,4,648,unstratified_random,36,19,22.29101002400674,Q1_shortest_0_20pct,0.8216719198079461,0.8,65.73375358463569,1,82.16719198079461,1,80.0,2
607,A4,AGV/shuttle drive unit,2,15,2,2,648,unstratified_random,11,97,99.08741603137932,Q4_60_80pct,0.2073006717489655,0.4,8.29202686995862,3,20.73006717489655,3,40.0,5
607,A5,Packing-station roller motor,3,35,3,2,648,unstratified_random,33,106,142.7935583123275,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
608,A1,Inbound conveyor motor,4,40,3,3,649,unstratified_random,79,63,95.26087986485147,Q3_40_60pct,0.2379129610811882,0.6666666666666667,15.860864072079217,4,23.79129610811882,4,80.0,2
608,A2,Sortation conveyor drive,5,80,5,4,649,unstratified_random,62,54,60.376193576182295,Q2_20_40pct,0.5169904513905417,0.9333333333333333,48.25244212978389,2,51.699045139054164,3,100.0,1
608,A3,Vertical lift motor,4,55,4,4,649,unstratified_random,81,8,12.767256508974471,Q1_shortest_0_20pct,0.8978619479282042,0.8,71.82895583425635,1,89.78619479282042,1,80.0,2
608,A4,AGV/shuttle drive unit,2,15,2,2,649,unstratified_random,22,111,163.77680736738688,Q5_longest_80_100pct,0.0,0.4,0.0,5,0.0,5,40.0,5
608,A5,Packing-station roller motor,3,35,3,2,649,unstratified_random,68,8,14.299954503479244,Q1_shortest_0_20pct,0.885600363972166,0.5333333333333333,47.23201941184885,3,88.5600363972166,2,60.0,4
609,A1,Inbound conveyor motor,4,40,3,3,650,unstratified_random,60,100,104.41961816061556,Q4_60_80pct,0.16464305471507557,0.6666666666666667,10.976203647671706,1,16.464305471507558,2,80.0,2
609,A2,Sortation conveyor drive,5,80,5,4,650,unstratified_random,96,137,137.09402180530702,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
